practice,pct,rural_urban_code,mean_percentile,num_gps_june,num_gps_sept,CL,PH,PHAS,TOTAL,Value_imd,Value_satisfaction,Value_long_term_health,Value_over_65,Value_under_18,dispensing_patients,total_items,list_size,Principal Supplier,Principal System
G85035,08L,6,0.5083608424589264,8.0,8.0,408.3500000000001,97.0,26.29,531.6400000000001,27.8583056531098,88.62836147267599,46.0621122708406,9.40896739130435,20.0430253623188,0.0,92574.0,9045.5,EMIS,EMIS Web
G85036,08L,6,0.4004229626473258,2.0,2.0,382.77,79.33,25.47,487.56999999999994,26.513369267139502,80.4262671311737,51.7636818721661,12.866141732283499,23.0330708661417,0.0,84033.0,6678.75,EMIS,EMIS Web
G85038,08L,6,0.38875343790789035,9.0,13.0,416.32000000000005,96.91,27.0,540.23,26.228012902744602,87.41553010772579,49.5368425017383,7.786305044333509,19.794352134714302,0.0,130897.0,14473.916666666666,EMIS,EMIS Web
G85039,08K,6,0.49231825744579183,12.0,12.0,391.3500000000001,87.87,25.21,504.43000000000006,29.284005112954503,85.9289256027833,44.5461506462952,11.795994993742198,23.633708802670004,0.0,232120.0,19472.416666666668,EMIS,EMIS Web
G85040,08Q,6,0.4158452183781522,7.0,7.0,426.27,97.0,27.0,550.27,37.5175461058046,72.7298063395225,43.7774721757469,8.68367908940701,18.388103543234802,0.0,91402.0,6224.333333333334,EMIS,EMIS Web
G85041,08K,6,0.5021988227589134,5.0,4.0,404.3,96.03,26.3,526.63,30.8636908097506,72.3825396975989,58.11251514777471,10.3515898585236,18.963440257739197,0.0,120921.0,7409.75,EMIS,EMIS Web
G85042,08Q,6,0.474951689581709,3.0,3.0,398.57,87.0,27.0,512.5699999999999,33.3319858723805,79.9247014774187,52.8031601748324,8.75912408759124,23.8521309159407,0.0,75311.0,4534.999999999999,EMIS,EMIS Web
G85043,,,,,,,,,,,,,,,,,,,
G85044,08K,6,0.33504714445610345,4.0,4.0,432.0,96.16,27.0,555.16,24.996089124668398,91.96403765794821,46.5569507276009,10.8045977011494,19.5862068965517,0.0,62581.0,5841.333333333333,EMIS,EMIS Web
G85045,08K,6,0.46002726922295595,30.0,34.0,398.36000000000007,91.80000000000001,26.35,516.5100000000001,27.313562800516,85.746070481215,48.1147266504772,9.28705440900563,15.637898686679199,0.0,153851.0,8545.416666666668,EMIS,EMIS Web
G85046,08L,6,0.5216031751949337,8.0,8.0,434.97,97.0,27.0,558.97,15.2088071680058,91.613232638158,44.980097795569804,14.0703971119134,19.3664259927798,0.0,89226.0,11395.75,EMIS,EMIS Web
G85047,08K,6,0.379054767753669,4.0,4.0,412.74,97.0,27.0,536.74,29.3172261225944,68.7214592096966,43.9552140452772,7.40081835972247,19.722469311510398,0.0,84121.0,7143.333333333333,EMIS,EMIS Web
G85048,08L,6,0.4635392179414941,6.0,6.0,383.17,97.0,26.78,506.95000000000005,18.9801341777162,80.5368935485091,37.931806426361604,10.387811634349001,18.8721804511278,0.0,51879.0,5485.416666666667,EMIS,EMIS Web
G85050,08Q,6,0.30662130636304896,4.0,4.0,418.3399999999999,87.0,26.89,532.2299999999999,34.2851856660608,74.0214540159222,45.206160149712,9.27031939755908,21.6515190859517,0.0,35419.0,3930.3333333333335,EMIS,EMIS Web
G85051,08Q,6,0.45802526462383053,6.0,4.0,419.9699999999999,96.81,26.64,543.42,13.693265377627801,89.0417988799486,39.203330344547794,12.235904082955301,25.290991574854196,0.0,74313.0,7880.75,EMIS,EMIS Web
G85052,08Q,6,0.39107745565535046,7.0,6.0,428.39000000000004,96.92,24.18,549.49,36.06518278052221,88.75960323452681,52.5505937791626,4.369274136716,23.560253699788603,0.0,84837.0,8401.0,EMIS,EMIS Web
G85053,08K,6,0.40788971543654506,4.0,4.0,414.14,96.57000000000001,26.05,536.76,30.5816525158495,74.8076903284839,47.2092106145269,9.607827411981711,16.9203624989975,0.0,172511.0,12637.416666666668,EMIS,EMIS Web
G85054,08K,6,0.4268357996777749,4.0,6.0,405.91,97.0,25.45,528.36,30.6841881868132,78.1107275872949,51.9127748701578,13.185166687476599,17.0707953552254,0.0,141153.0,8137.416666666667,EMIS,EMIS Web
G85055,08L,6,0.5131067556421399,9.0,9.0,389.49,95.5,26.97,511.96000000000004,21.673149110032398,86.2808223001614,46.309735791346505,9.748402232829061,21.729633524795698,0.0,125579.0,12352.583333333332,EMIS,EMIS Web
G85057,08L,6,0.44155450637480625,5.0,5.0,412.3999999999999,93.93,25.14,531.4699999999999,36.07752005943539,65.7322333797952,50.0818846951969,7.541567695962,31.2262470308789,0.0,81255.0,6788.5,EMIS,EMIS Web
G85060,08K,6,,,,,,,,,,,,,,,,,
G85061,08L,6,0.4378686319961116,5.0,5.0,415.46999999999997,97.0,27.0,539.47,25.583535073877503,80.913484072182,45.5686784000327,12.7043303699455,21.350731287639803,0.0,80810.0,7176.166666666667,EMIS,EMIS Web
G85065,08L,6,,,,,,,,,,,,,,,,,
G85073,08K,6,0.3655573217587479,4.0,4.0,409.33000000000004,87.37,26.54,523.24,34.944843035343,87.24911378703942,43.647672989902105,6.89699961033901,14.3473178334849,0.0,92745.0,7863.166666666667,EMIS,EMIS Web
G85075,,,,,,,,,,,,,,,,,,,
G85076,08L,6,0.3438017197332858,7.0,8.0,408.02,87.0,24.07,519.09,30.3972270037655,59.5360168273662,46.8718697145868,2.11431643074718,14.1910051962014,0.0,27575.0,5862.5,EMIS,EMIS Web
G85078,08K,6,,,,,,,,,,,,,,,,,
G85081,08L,6,0.44427308858641634,2.0,2.0,408.13,96.35,26.41,530.89,27.6664953271028,72.7931672917292,45.3127140302106,8.232981076431559,18.4320471860408,0.0,45499.0,4331.416666666666,EMIS,EMIS Web
G85082,08Q,6,0.546046188795586,2.0,2.0,431.6000000000001,93.04,23.88,548.5200000000001,35.298674267101,70.2301076264375,40.2917870530533,10.207100591716,19.544378698224897,0.0,80319.0,3275.166666666667,EMIS,EMIS Web
G85083,08K,6,0.4053294836675232,10.0,10.0,426.92999999999995,97.0,27.0,550.93,30.2567764322699,86.8546081534279,39.2019960923809,6.535893155258759,13.4858096828047,0.0,127941.0,12130.75,EMIS,EMIS Web
G85084,08Q,6,0.3733169039140199,3.0,3.0,414.27000000000004,97.0,25.83,537.1,34.847525652431806,79.54610963642659,39.6927301810396,6.069578090303481,15.019985196151,0.0,85042.0,7274.833333333334,EMIS,EMIS Web
G85085,08L,6,0.40184762798238205,5.0,5.0,431.46000000000004,97.0,27.0,555.46,30.580916713945303,84.48012405630391,36.613583933864,5.10377679482817,21.3020301689917,0.0,97584.0,9451.416666666668,EMIS,EMIS Web
G85086,08K,6,0.3939562663573661,5.0,5.0,353.15,73.06,25.46,451.66999999999996,32.0994067383512,76.4525438915357,45.978574425763206,8.12903225806452,15.8078853046595,0.0,94424.0,7434.333333333333,EMIS,EMIS Web
G85087,08Q,6,0.36551863010466223,,,423.4600000000001,97.0,26.34,546.8000000000001,36.28880522322729,77.71331583573871,37.867641941563605,5.4349409879061605,17.764825877895998,0.0,78992.0,8076.25,EMIS,EMIS Web
G85088,08K,6,0.38669440243078973,,,412.40000000000003,92.83999999999999,27.0,532.24,,,,,,0.0,20719.0,6338.75,,
G85089,08L,6,0.5118620089183148,6.0,6.0,417.6400000000001,95.97,24.880000000000003,538.4900000000001,27.270667494868697,89.1765074742012,46.3939755922573,6.39170805441589,24.1934787302958,0.0,100519.0,9572.333333333334,EMIS,EMIS Web
G85091,08Q,6,0.3252809272664998,4.0,4.0,425.45000000000005,94.0,27.0,546.45,19.9842374350087,78.8581136870834,35.2047511477734,7.3624945864010405,16.5006496318753,0.0,48948.0,4920.583333333334,EMIS,EMIS Web
G85094,08Q,6,0.27938898416640434,,,431.52,96.75,25.82,554.09,,,,,,0.0,14430.0,,,
G85095,08Q,6,0.43951542853997105,,,415.84,97.0,26.509999999999998,539.3499999999999,,,,,,0.0,11267.0,,,
G85096,08K,6,0.3274404426690115,3.0,3.0,399.62999999999994,97.0,24.869999999999997,521.4999999999999,23.985795129493603,64.1872994587211,47.6049579660289,8.5377631833108,17.821131929689,0.0,116378.0,8134.166666666667,EMIS,EMIS Web
G85097,08Q,6,0.31745502465886377,,,359.2199999999999,97.0,23.09,479.3099999999999,35.428653570004,56.013723727762205,51.5351230295776,11.0668789808917,20.123407643312103,0.0,42158.0,3373.1666666666665,EMIS,EMIS Web
G85099,08L,6,0.38432164028969773,,,417.19999999999993,96.09,27.0,540.29,30.4775296202532,72.58784444542829,50.3156900203566,12.202531645569598,23.979746835443002,0.0,17039.0,1913.0,,
G85100,08K,6,0.34442086722263204,5.0,5.0,429.04,90.24000000000001,25.58,544.86,33.2907519355348,80.30568023963329,60.0434375544946,6.108918705603791,16.2904498816101,0.0,80203.0,6566.833333333334,EMIS,EMIS Web
G85102,08K,6,0.3271874243424905,1.0,1.0,409.17,97.0,25.77,531.94,31.982814380264696,83.7973813634206,48.89780183641629,9.64833183047791,16.9762548842801,0.0,46711.0,3311.833333333333,EMIS,EMIS Web
G85104,08L,6,0.5457690634010461,7.0,7.0,386.9700000000001,97.0,25.17,509.1400000000001,34.238856911034695,52.1643225109734,58.658506843397596,13.4962298367853,23.8427030638542,0.0,142723.0,10498.416666666668,EMIS,EMIS Web
G85105,08L,6,0.41556236578839795,2.0,2.0,405.63999999999993,96.53,26.68,528.8499999999999,23.389372559955397,77.68717605551021,39.468322669428396,6.485783311652111,16.9187883293068,0.0,55743.0,5897.333333333333,EMIS,EMIS Web
G85106,08Q,6,0.2812538459244097,2.0,2.0,408.87,94.06,24.91,527.84,29.446015692428396,79.267543950539,38.597653385497395,9.25853275794429,15.096116123970198,0.0,44465.0,2582.416666666667,EMIS,EMIS Web
G85108,,,,,,,,,,,,,,,,,,,
G85109,08K,6,0.36524671395645303,15.0,13.0,391.32000000000005,96.31,23.549999999999997,511.18000000000006,22.8538709616116,82.01918769040421,46.0898408463644,6.702852814945719,18.013127997980302,0.0,177125.0,16879.083333333332,EMIS,EMIS Web
G85111,,,,,,,,,,,,,,,,,,,
G85112,08Q,6,0.4603011804804767,,,424.51,97.0,27.0,548.51,23.4141113785558,73.080224977904,43.04349580448871,6.252732837778749,17.866200262352397,0.0,67397.0,5137.833333333333,EMIS,EMIS Web
G85113,08K,6,0.26078124783012774,1.0,1.0,425.42999999999995,95.59,25.98,547.0,29.0440563253012,71.60188701669671,54.6307077556573,9.62985254288294,19.6689738188384,0.0,16117.0,1947.1666666666665,,
G85114,08L,6,0.4577162068990665,7.0,7.0,370.21000000000004,97.0,25.509999999999998,492.72,29.5971457397202,66.5121674589196,53.0617836686461,9.382151029748279,25.0309348249852,0.0,122407.0,11487.5,EMIS,EMIS Web
G85118,08K,6,0.312114825783699,3.0,3.0,428.23,97.0,27.0,552.23,30.7654492787343,75.6427207682737,66.0778204580328,7.94979079497908,22.8591352859135,0.0,66685.0,4823.416666666666,EMIS,EMIS Web
G85119,08Q,6,0.3595980236319603,,,410.71000000000004,87.0,26.64,524.35,32.788677992888196,73.41877936036491,53.2754935766189,12.7121989735492,17.469403868930097,0.0,110413.0,5552.583333333333,EMIS,EMIS Web
G85120,08L,6,0.456142659457846,4.0,5.0,405.27,89.15,25.5,519.92,31.9707475699558,68.2212397972246,44.8896751023851,8.863368669022382,20.206124852768,0.0,99618.0,7058.25,EMIS,EMIS Web
G85121,08L,6,0.41724649764485794,2.0,2.0,425.21,96.98,27.0,549.1899999999999,30.2390750809062,65.5538427052288,34.4717194770637,10.9529969814575,21.9620526088831,0.0,60561.0,4615.5,EMIS,EMIS Web
G85123,08K,6,0.3335654304434967,4.0,4.0,418.74999999999994,76.92,25.97,521.64,33.6383237762238,90.61477004777201,37.0722358844777,7.6299608719955305,18.1218557853549,0.0,78351.0,7357.083333333333,EMIS,EMIS Web
G85124,08L,6,0.41425094409572544,,6.0,409.28999999999996,96.15,27.0,532.4399999999999,40.4649403598243,87.03575370303899,44.8114737857339,8.78311375548945,26.8508287292818,0.0,83012.0,7188.25,EMIS,EMIS Web
G85125,08Q,6,0.4280294505398025,3.0,3.0,380.42999999999995,93.34,25.82,499.59,38.496197945845,86.9950988132275,47.87511857312321,10.941000746826,23.554891710231498,0.0,97406.0,5667.583333333334,EMIS,EMIS Web
G85126,,,,,,,,,,,,,,,,,,,
G85127,08K,6,0.26968326324954056,3.0,3.0,425.91999999999996,95.57,24.28,545.77,33.0705623807045,71.6492041615816,43.4549952123501,5.012140131807151,16.7152271938952,0.0,62441.0,5899.25,EMIS,EMIS Web
G85129,08K,6,0.40257144393953814,1.0,1.0,332.7900000000001,63.22,23.2,419.2100000000001,28.0223777829857,79.9076232113977,41.7859523585433,6.840009369875849,23.232607167955,0.0,51591.0,4293.25,EMIS,EMIS Web
G85130,08K,6,0.3733351333576272,5.0,5.0,425.0,97.0,27.0,549.0,32.0267039677976,80.6330693443863,49.4702897361283,7.254541273856059,18.2432743159347,0.0,105911.0,8949.666666666666,EMIS,EMIS Web
G85131,,,,,,,,,,,,,,,,,,,
G85132,08Q,6,0.35214596137495635,3.0,3.0,435.0,95.77,26.939999999999998,557.71,22.8109830580263,44.5864301209594,36.6691154574039,7.1136203246295,20.494001411432603,0.0,88574.0,7127.666666666666,EMIS,EMIS Web
G85133,08K,6,0.3706024265083644,5.0,5.0,422.37,95.57,27.0,544.94,30.9341721488272,80.12827086787,47.9051820051276,6.56422698476884,22.4801186143685,0.0,88975.0,7369.083333333333,EMIS,EMIS Web
G85134,08Q,6,0.4315171764117293,,,346.99999999999994,72.49,23.27,442.75999999999993,35.029497295348,64.6301586128063,48.4636421218849,6.25225225225225,25.2828828828829,0.0,56770.0,5288.666666666667,EMIS,EMIS Web
G85135,08K,6,0.33514460850925437,9.0,10.0,411.25999999999993,90.49000000000001,25.9,527.65,39.7311750844526,80.83134552763491,47.97156085742821,6.57938076416337,21.7094861660079,0.0,181904.0,12015.916666666666,EMIS,EMIS Web
G85136,08K,6,0.3861750258258194,7.0,7.0,416.94,96.26,23.32,536.5200000000001,26.237566204881702,84.18616221986159,34.453474017942,5.32215523737754,11.0719668425019,0.0,83739.0,11660.416666666666,EMIS,EMIS Web
G85137,08K,6,0.3503622115266955,7.0,7.0,421.73,95.7,27.0,544.4300000000001,25.2394868606589,94.9535491006042,38.0846119963299,5.86728157827312,19.5260056366897,0.0,66530.0,8450.75,EMIS,EMIS Web
G85138,08Q,6,0.35214796070717214,13.0,15.0,423.51,97.0,24.53,545.04,25.203600014773198,80.0712992382807,32.039470394847,6.24308169138809,15.649029591912,0.0,146639.0,14417.583333333332,EMIS,EMIS Web
G85618,08K,6,,,,,,,,,,,,,,,,,
G85623,08Q,6,0.39416399011613906,4.0,4.0,415.86000000000007,95.9,24.759999999999998,536.5200000000001,31.4273482922516,75.8131429658521,45.4040226922713,6.12537181888289,20.456097829679397,0.0,137213.0,10067.333333333334,EMIS,EMIS Web
G85632,08Q,6,0.284426826124113,10.0,12.0,409.54999999999995,97.0,23.46,530.01,36.5729230323235,91.5999196439243,40.9245415420485,5.57728523830219,20.7446037954513,0.0,66095.0,7392.666666666667,EMIS,EMIS Web
G85633,08L,6,0.5096752693706529,9.0,7.0,391.31999999999994,94.52,25.21,511.0499999999999,35.3062189625178,59.2324862806402,52.093692900793,7.83523086654016,24.433902593295397,0.0,145971.0,13166.666666666666,EMIS,EMIS Web
G85638,,,,,,,,,,,,,,,,,,,
G85642,08Q,6,0.32648565634624543,6.0,6.0,408.38999999999993,97.0,25.880000000000003,531.27,24.903111818720397,83.4112988954439,42.0443107620769,7.433733155634531,13.0282837257515,0.0,70853.0,7341.833333333333,EMIS,EMIS Web
G85644,08Q,6,0.3311834031509674,,,423.28000000000003,97.0,27.0,547.28,21.8996727630838,93.34364532380329,47.011262190809404,8.90420593613729,20.886200590800396,0.0,86524.0,7213.916666666666,EMIS,EMIS Web
G85645,,,,,,,,,,,,,,,,,,,
G85647,08K,6,0.291456375192585,4.0,4.0,429.45000000000005,97.0,25.27,551.72,26.128296370041298,84.5090194343148,36.892083519608896,5.55810748736794,24.942581534221397,0.0,70048.0,6626.25,EMIS,EMIS Web
G85650,,,,,,,,,,,,,,,,,,,
G85651,08Q,6,0.41119494016051716,6.0,4.0,433.78,96.06,26.47,556.31,19.326316220085896,38.035758979056205,33.2153717660377,6.52151691710109,25.922518654809398,0.0,103167.0,9580.5,EMIS,EMIS Web
G85662,08K,6,0.4052842787212844,3.0,3.0,425.49000000000007,83.42,24.57,533.4800000000001,26.175361060089198,73.6167996674652,51.3164180683239,10.2869872886909,18.477263792425603,0.0,124317.0,7689.25,EMIS,EMIS Web
G85673,08K,6,0.24696355678117002,3.0,3.0,431.9,96.27,24.59,552.76,33.2194287428743,86.22893534729789,53.8111305387311,5.56221889055472,21.187406296851602,0.0,73703.0,6964.166666666667,EMIS,EMIS Web
G85674,08K,6,0.3906301141354052,6.0,6.0,409.37,97.0,24.48,530.85,22.3765876193975,82.5135732680509,39.9942269353146,4.1307141545805,10.471819350101,0.0,40921.0,5796.75,EMIS,EMIS Web
G85677,08K,6,,,,,,,,,,,,,,,,,
G85681,08Q,6,0.49544707497363266,3.0,3.0,363.68999999999994,95.91,21.21,480.8099999999999,25.155091773656697,65.4026589090587,53.873814170659294,9.574720836303161,19.6103587550487,0.0,55161.0,4527.166666666667,EMIS,EMIS Web
G85682,08K,6,0.11544283355985879,,,358.0300000000001,82.13,22.48,462.6400000000001,,,,,,,31.0,3543.0,,
G85683,,,,,,,,,,,,,,,,,,,
G85684,,,,,,,,,,,,,,,,,,,
G85685,08Q,6,0.46773354079032936,7.0,9.0,412.2099999999999,97.0,27.0,536.2099999999999,31.931788686251,95.2463081799768,36.1425794472097,10.0960488976206,20.6636105653787,0.0,165534.0,9513.416666666666,EMIS,EMIS Web
G85690,08K,6,0.35961964031020893,,3.0,383.73999999999995,92.21000000000001,27.0,502.94999999999993,34.8293642984302,78.9185570131422,41.3926006929185,5.7434072156609,21.805533085261303,0.0,81449.0,6535.083333333333,EMIS,EMIS Web
G85692,08Q,6,0.41492417516096974,7.0,7.0,426.97,96.22,25.119999999999997,548.3100000000001,19.3107353823088,73.85028134182409,42.6387153340056,5.69395017793594,14.309795841918001,0.0,67381.0,10803.1,,
G85693,,,,,,,,,,,,,,,,,,,
G85695,08K,6,0.31376659442799454,2.0,2.0,408.59000000000003,94.72,26.57,529.8800000000001,35.8050478744537,60.4716586161735,44.028842704923804,3.9896784438269197,15.847558554982099,0.0,42562.0,5373.666666666666,EMIS,EMIS Web
G85696,08L,6,0.5062320728545137,7.0,7.0,418.72999999999996,87.0,27.0,532.73,26.9429010731356,92.0578451626219,47.734175373685105,7.00441720003606,22.6773641034887,0.0,116297.0,12343.0,EMIS,EMIS Web
G85698,08L,6,0.49284096275812483,11.0,10.0,417.27,97.0,26.77,541.04,35.5878701238029,71.8897372552292,48.53193999553229,5.10275572162541,21.2984586641756,0.0,81312.0,9116.333333333336,EMIS,EMIS Web
G85699,08L,6,,,,,,,,,,,,,,,,,
G85700,,,,,,,,,,,,,,,,,,,
G85702,,,,,,,,,,,,,,,,,,,
G85703,08L,6,,,,,,,,,,,,,,,,,
G85705,08Q,6,0.3735678645123833,2.0,2.0,411.39000000000004,85.93,23.94,521.2600000000001,16.694001954652098,54.6043781138538,40.6529533483205,6.05705353653771,8.90191481047284,0.0,34744.0,5355.333333333333,EMIS,EMIS Web
G85706,08K,6,0.3870871625448931,6.0,6.0,435.0,96.99,27.0,558.99,19.0053514869888,80.00099379517471,46.9815955278401,10.4607952434039,24.641397250092897,0.0,69284.0,5508.916666666667,EMIS,EMIS Web
G85707,08Q,6,,,,,,,,,,,,,,,,,
G85708,08K,6,0.5161161112530124,7.0,7.0,393.23999999999984,96.97,26.13,516.3399999999998,25.5494907599668,89.34264716528959,46.6097680668884,6.07631688096226,14.7511406055579,0.0,106572.0,10081.25,EMIS,EMIS Web
G85711,08L,6,0.32384198667590325,2.0,2.0,431.77,97.0,26.91,555.68,34.5890034254955,74.4980989778039,41.0587975538708,4.6920821114369495,14.7996089931574,0.0,32147.0,4678.083333333334,EMIS,EMIS Web
G85712,08Q,6,0.31991601153828764,2.0,2.0,398.98999999999995,86.57,25.740000000000002,511.29999999999995,35.776022150882895,43.7998801972637,40.190682679647296,7.635547000320821,24.4529996791787,0.0,28454.0,2871.916666666667,EMIS,EMIS Web
G85713,08L,6,,,,,,,,,,,,,,,,,
G85715,08Q,6,0.34872388863792814,,,407.75999999999993,87.0,25.46,520.2199999999999,34.9363579061484,61.048830277856105,39.1728165403918,5.404149891607309,20.0557448126355,0.0,32305.0,6511.416666666666,EMIS,EMIS Web
G85716,08L,6,0.5199262057205271,4.0,4.0,430.65000000000003,96.15,27.0,553.8000000000001,35.7237387049761,83.3178260544578,41.1804898383649,7.599417031022281,28.3864251509473,0.0,51963.0,4979.083333333334,EMIS,EMIS Web
G85717,08L,6,0.467267418993548,8.0,8.0,400.4799999999999,97.0,27.0,524.4799999999999,36.0133926279414,78.1341683570583,48.706591115583,5.724625760815919,25.5173548280967,0.0,65667.0,6008.416666666667,EMIS,EMIS Web
G85718,,,,,,,,,,,,,,,,,,,
G85719,5LE,6,,,,,,,,,,,,,,,,,
G85721,08Q,6,0.3585327653764261,7.0,7.0,404.56,95.48,23.73,523.77,37.0072905942911,69.45071624804591,42.1853522843896,5.375087637298431,17.4690348212199,0.0,85217.0,8480.583333333334,EMIS,EMIS Web
G85722,08L,6,0.41783707264570036,4.0,4.0,435.0,97.0,27.0,559.0,27.1002268184693,55.850856442978895,43.34778343179401,5.62792462375111,23.5032249905147,0.0,94229.0,8354.75,EMIS,EMIS Web
G85723,08Q,6,0.48552971446642534,,,415.3,97.0,25.02,537.3199999999999,35.2467425572519,65.3480713327353,43.4227878238136,6.465763875643719,23.852756055693302,0.0,54177.0,5142.166666666666,EMIS,EMIS Web
G85724,08K,6,0.3199791365672385,3.0,3.0,430.64000000000004,97.0,27.0,554.6400000000001,26.251781354388104,76.4618057861123,42.93095836064929,2.91240045506257,16.5961319681456,0.0,106145.0,13709.916666666668,EMIS,EMIS Web
G85726,08Q,6,0.4882218134387058,5.0,5.0,415.17,97.0,26.9,539.07,33.0628184958392,88.3811816048746,66.60747198247371,8.14756671899529,22.6530612244898,0.0,97297.0,6689.916666666667,EMIS,EMIS Web
G85727,08L,6,0.47214396573652,7.0,7.0,387.59999999999997,90.58,26.060000000000002,504.23999999999995,22.652330954808,84.99681397936929,51.673384577353296,7.53948038716251,26.605535744608602,0.0,62663.0,6111.416666666667,EMIS,EMIS Web
G85729,,,,,,,,,,,,,,,,,,,
G85730,,,,,,,,,,,,,,,,,,,
G85732,,,,,,,,,,,,,,,,,,,
G85733,,,,,,,,,,,,,,,,,,,
G85734,,,,,,,,,,,,,,,,,,,
G85735,,,,,,,,,,,,,,,,,,,
G85736,08L,6,0.5458031641005061,2.0,2.0,390.22,92.39000000000001,15.93,498.54,33.1347449888641,84.19661415855579,51.643967696630106,8.723088344469192,20.6533036377134,0.0,40186.0,3019.0,EMIS,EMIS Web
H81002,09Y,,0.40488464607121016,4.0,4.0,416.84000000000003,79.82,25.61,522.27,11.2915694960212,79.822907896837,44.2206586394996,14.4391408114558,19.8090692124105,0.0,84447.0,7837.666666666667,EMIS,EMIS Web
