practice,pct,rural_urban_code,mean_percentile,num_gps_june,num_gps_sept,CL,PH,PHAS,TOTAL,Value_imd,Value_satisfaction,Value_long_term_health,Value_over_65,Value_under_18,dispensing_patients,total_items,list_size,Principal Supplier,Principal System
M88044,05L,6,0.40507668925951307,1.0,1.0,401.59000000000003,85.47,25.630000000000003,512.69,41.23896589716679,68.4709107079929,49.40169576360601,13.926042486231301,19.139784946236603,0.0,53695.0,3797.25,TPP,SystmOne
M88600,05L,6,0.4876112790906918,3.0,3.0,422.43,97.0,27.0,546.4300000000001,37.0918973642172,52.7800355468161,58.138366866531,16.327345309381197,25.1576846307385,0.0,52621.0,2745.583333333333,TPP,SystmOne
M88605,,,,,,,,,,,,,,,,,,,
M88610,05L,6,0.4663752142555177,7.0,7.0,418.42999999999995,96.42,27.0,541.8499999999999,39.604338397378605,65.1086759477583,47.5216381356295,10.396187071790301,26.380697050938302,0.0,43695.0,3643.0833333333335,TPP,SystmOne
M88611,5PF,,,,,,,,,,,,,,,,,,
M88612,05L,6,0.6736274721465291,3.0,3.0,422.93,91.75999999999999,27.0,541.69,43.9421622253389,93.8638759813926,51.7353446291876,13.5577372604021,25.8859280037401,0.0,91796.0,4214.5,TPP,SystmOne
M88614,,,,,,,,,,,,,,,,,,,
M88615,05L,6,,,,,,,,,,,,,,,,,
M88616,05L,6,0.5168960305059263,2.0,2.0,429.52000000000004,97.0,27.0,553.52,40.729098939929294,45.0731968414492,64.0892851046664,15.0,22.0298913043478,0.0,194185.0,9896.166666666666,TPP,SystmOne
M88618,05L,6,0.4589041759348327,1.0,1.0,402.4,97.0,25.91,525.31,33.727873542600896,62.701713343444794,50.712484303901704,12.825112107623301,25.982062780269104,0.0,39317.0,2318.833333333333,TPP,SystmOne
M88619,05L,6,0.4455769754861545,7.0,6.0,407.00000000000006,86.16999999999999,27.0,520.1700000000001,38.125670530281,90.48022760674549,54.391613212526295,17.702448210922803,22.0136172678546,0.0,121639.0,7522.333333333333,TPP,SystmOne
M88620,05L,6,0.5087466034493232,1.0,1.0,417.13000000000005,97.0,27.0,541.1300000000001,30.7193951905626,51.0814964154872,61.221219801277705,14.700544464609802,24.428312159709602,0.0,45639.0,2316.083333333333,EMIS,EMIS Web
M88623,05L,6,0.5242694342931168,1.0,1.0,435.0,97.0,27.0,559.0,21.0648975249674,75.80504569252301,52.7709475438101,17.4989144594008,20.1215805471125,0.0,42119.0,2327.0833333333335,TPP,SystmOne
M88624,05L,6,0.5073234608312732,,,355.91999999999985,97.0,26.48,479.39999999999986,,,,,,0.0,47427.0,4266.4,,
M88625,05L,6,0.3508046655689727,2.0,2.0,411.04,97.0,25.4,533.44,39.5294259259259,68.6444885554299,56.6920206665808,12.7878289473684,22.5657894736842,0.0,21771.0,2616.4166666666665,EMIS,EMIS Web
M88626,05L,6,0.42244844442644414,2.0,2.0,396.85,97.0,27.0,520.85,41.3868880742913,60.405385066803895,53.209059380163204,13.0009775171066,22.258064516128997,0.0,55730.0,2110.75,TPP,SystmOne
M88627,05L,6,0.5280440184700538,1.0,1.0,360.7999999999999,78.58,26.32,465.6999999999999,35.8976438831104,68.3301993023671,73.5328095363748,18.8211986131748,19.5641406636949,0.0,58391.0,2114.416666666667,TPP,SystmOne
M88628,05L,6,0.6663495492044861,2.0,2.0,394.59999999999997,97.0,27.0,518.5999999999999,36.493594880546105,59.2235140706936,49.215754834375296,12.457337883959001,22.1638225255973,0.0,57576.0,3017.5833333333335,TPP,SystmOne
M88629,05L,6,0.5437796165676133,2.0,2.0,422.2,96.5,27.0,545.7,37.8806496598639,71.9525374932369,60.865653372879706,9.47061680427392,25.973773676542002,0.0,22352.0,2048.9166666666665,TPP,SystmOne
M88630,05L,6,0.45775133896263603,6.0,6.0,429.98,91.35999999999999,26.28,547.62,38.3353881932021,61.12338045367989,54.815524427723,12.7191413237925,25.5348837209302,0.0,99882.0,5747.416666666666,TPP,SystmOne
M88633,05L,6,0.4683130622379389,2.0,2.0,432.73,96.68,27.0,556.4100000000001,36.6637998941239,69.8190190459424,45.929416016428796,13.439153439153399,21.3280423280423,0.0,84275.0,3971.833333333333,TPP,SystmOne
M88635,05L,6,0.4456961779199532,2.0,2.0,423.2899999999999,93.97,23.560000000000002,540.8199999999999,34.7170876712329,77.4368026934237,58.6275782963956,18.630136986301398,24.1534246575342,0.0,43960.0,1838.3333333333333,EMIS,EMIS Web
M88637,05L,6,0.30610891448492433,4.0,4.0,336.30999999999995,57.4,27.0,420.7099999999999,42.236464837905295,78.5118378892966,47.7340222335684,9.625935162094759,30.7930174563591,0.0,42927.0,1930.5,TPP,SystmOne
M88638,,,,,,,,,,,,,,,,,,,
M88639,05L,6,0.42411367806633016,2.0,3.0,425.31999999999994,96.42,27.0,548.7399999999999,41.186233296005994,60.0673366906892,54.8693077203232,9.518477043673009,23.575961179544603,0.0,64656.0,2881.6666666666665,TPP,SystmOne
M88640,05L,6,0.43016085747605565,1.0,1.0,422.72,96.22,27.0,545.94,34.8765373320837,38.2823428534005,44.843489069523706,11.9337706966573,23.199000312402397,0.0,52936.0,3266.833333333333,TPP,SystmOne
M88643,05L,6,0.5553771848625514,2.0,2.0,400.48,97.0,24.759999999999998,522.24,35.968605416666705,78.6868921415658,66.55578634646909,12.229166666666698,24.6291666666667,0.0,120021.0,4961.916666666666,TPP,SystmOne
M88645,05L,6,0.657968963696306,5.0,5.0,281.70000000000005,82.02,22.81,386.53000000000003,29.1021280696877,77.84815093048542,59.1171803277891,13.2987590294499,25.5065752917207,0.0,215735.0,10805.5,Vision,Vision 3 Hosted
M88646,05L,6,0.5613525192343995,1.0,1.0,425.19,97.0,24.0,546.19,38.8698115662651,72.97370801899321,57.9801078959408,12.578313253011999,23.7879518072289,0.0,50407.0,2013.0833333333333,EMIS,EMIS Web
M88647,05L,6,0.3396843435167776,2.0,2.0,432.0,97.0,27.0,556.0,37.2406815696366,74.0976279389682,51.9757390207262,7.26454516232723,28.704596592735502,0.0,54522.0,3477.75,EMIS,EMIS Web
M88648,,,,,,,,,,,,,,,,,,,
M89001,15E,6,0.49223268540598397,4.0,3.0,434.21000000000004,97.0,27.0,558.21,24.707547671840402,75.6612507773389,62.093312391412105,22.7747861894203,16.1862527716186,0.0,58527.0,3277.666666666667,TPP,SystmOne
M89002,15E,6,0.5325882352523682,1.0,1.0,397.1,97.0,25.32,519.4200000000001,42.2857994775661,39.2692555927598,58.9278399251152,13.7215734480639,23.8291333743085,0.0,159278.0,6466.833333333334,TPP,SystmOne
M89003,15E,6,0.5082146883565998,46.0,44.0,430.39000000000004,97.0,27.0,554.3900000000001,11.154750360499198,78.63200032190821,57.4446914523555,21.682646927318803,19.677579611505802,0.0,669197.0,40516.75,TPP,SystmOne
M89004,15E,6,0.4794858695910661,4.0,4.0,422.03000000000003,89.46000000000001,27.0,538.49,11.9758903630267,85.2501062354701,59.02150211246389,20.9505758856976,20.335325849249198,0.0,99158.0,7547.333333333334,EMIS,EMIS Web
M89005,15E,6,0.5541610033883346,4.0,4.0,419.40999999999997,92.7,27.0,539.11,12.624394012829699,92.06278496636429,55.12305823202949,25.5880256593015,18.104062722737,0.0,132298.0,7357.833333333333,TPP,SystmOne
M89006,15E,6,,,,,,,,,,,,,,,,,
M89007,15E,6,0.5465434239796739,4.0,3.0,434.0,97.0,27.0,558.0,17.7096234600964,73.02150706431041,62.76609147239,16.0328512765578,23.2672737011248,0.0,79752.0,5765.666666666666,TPP,SystmOne
M89008,15E,6,0.5782729486772868,6.0,8.0,417.70000000000005,92.69,27.0,537.3900000000001,47.808265248226995,59.663599475134895,71.4387004095622,15.5339805825243,23.6675029998909,0.0,221674.0,9070.333333333334,TPP,SystmOne
M89009,15E,6,0.5937458381483879,5.0,5.0,431.04,95.67,27.0,553.71,26.952238560510803,72.9526764299747,50.5554561389979,18.2741607816581,21.619425365193,0.0,234058.0,10783.666666666666,TPP,SystmOne
M89010,15E,6,0.5747501803302884,8.0,8.0,434.97,95.5,27.0,557.47,4.38001772175025,86.301821306792,54.8889550419096,25.8927755959448,19.0464882637684,0.0,141994.0,11055.0,TPP,SystmOne
M89011,15E,6,,,,,,,,,,,,,,,,,
M89012,15E,,0.508290274889713,6.0,6.0,432.91999999999996,97.0,27.0,556.92,46.8991377827631,48.7248867484233,63.9285753906012,16.0029912133109,24.5989904655076,0.0,231466.0,11273.666666666666,TPP,SystmOne
M89013,15E,6,0.4753476689921563,2.0,2.0,434.24,97.0,26.97,558.21,45.9104652942248,69.5709772648721,52.978435918512794,11.683348498635098,29.976342129208398,0.0,105233.0,5596.5,TPP,SystmOne
M89015,15E,6,0.4986232768918283,,,434.94,97.0,27.0,558.94,16.1653018797692,78.18383816717859,53.6748355153197,19.616601526149303,19.6836032011911,0.0,204069.0,11100.666666666666,TPP,SystmOne
M89016,15E,6,0.37568991136379026,8.0,6.0,434.99,97.0,27.0,558.99,8.74297014337482,77.2269363774048,53.592829929611504,24.1238087737261,19.261242813263,0.0,249514.0,12898.0,TPP,SystmOne
M89017,15E,6,0.5435018400891671,13.0,13.0,426.09000000000003,89.54,27.0,542.63,8.999392318935529,81.655377715556,56.4637949772158,25.822708259839697,18.8640830519579,0.0,449201.0,22217.166666666664,EMIS,EMIS Web
M89019,15E,6,0.5127280080477391,9.0,9.0,429.04999999999995,96.47,27.0,552.52,17.9714854048964,81.480486268823,47.542619994795,15.8776470588235,23.023058823529396,0.0,199701.0,10885.916666666666,Vision,Vision 3 Hosted
M89020,15E,6,,,,,,,,,,,,,,,,,
M89021,15E,6,0.47433733174377224,5.0,5.0,424.89,94.41,26.71,546.01,18.5459131908238,84.060237320822,55.4035033906746,24.824172961708797,15.2800208387601,0.0,112929.0,3960.9166666666665,EMIS,EMIS Web
M89023,15E,6,,,,,,,,,,,,,,,,,
M89024,15E,6,0.4942952341087604,,,411.56,96.86,27.0,535.4200000000001,24.5540176678445,82.8150587942479,44.215899968504,17.773851590106002,20.190812720848104,0.0,60166.0,2904.75,TPP,SystmOne
M89025,,,,,,,,,,,,,,,,,,,
M89026,15E,6,0.4238087530016293,6.0,6.0,413.9200000000001,93.25,27.0,534.1700000000001,31.0452415257766,85.08693887735959,60.5814246875453,17.6132578281146,21.660559626915397,0.0,220493.0,11824.666666666666,TPP,SystmOne
M89027,15E,6,0.3927370222358366,3.0,3.0,413.78999999999996,96.83,27.0,537.6199999999999,42.7689548884251,74.7550835839148,67.0524817311167,14.8932755576954,26.519017814155003,0.0,161354.0,6668.416666666667,TPP,SystmOne
M89028,15E,6,0.5030562249051348,9.0,9.0,407.08,75.71000000000001,27.0,509.78999999999996,4.71825881377022,84.42636963371241,54.869946441756106,15.9837425348374,20.2869940278699,0.0,138112.0,12191.333333333332,Vision,Vision 3 Hosted
M89030,15E,6,0.41411861289233387,4.0,4.0,428.81,97.0,27.0,552.81,4.789639673433361,86.22054729280121,42.931439364194105,19.113756613756603,22.980599647266303,0.0,49554.0,4548.666666666667,TPP,SystmOne
M89601,15E,6,0.5277761200947452,5.0,5.0,433.09,96.99000000000001,27.0,557.0799999999999,9.568693449334699,91.2500049970747,49.6485911925638,17.2561848292783,21.739930484563498,0.0,140202.0,10419.0,EMIS,EMIS Web
M89602,15E,6,0.41856948221878343,2.0,2.0,422.19,94.95,27.0,544.14,36.5791430571109,86.90006953288271,55.7293728166486,18.303946263644,19.7984886649874,0.0,82149.0,3837.75,EMIS,EMIS Web
M89606,15E,6,0.4764607688340611,,,425.66,97.0,27.0,549.6600000000001,8.96625876817793,75.5157027200984,57.806546369522295,16.295979469632197,19.161676646706603,0.0,7753.0,2405.8,,
M89608,15E,6,0.3686653649668529,3.0,3.0,433.3,97.0,27.0,557.3,7.24865489130435,95.8080103357312,50.9184988142204,20.0067934782609,22.201086956521696,0.0,39039.0,3038.75,EMIS,EMIS Web
M89609,15E,6,,,,,,,,,,,,,,,,,
M91003,05Y,6,0.515270462367303,8.0,10.0,432.0,97.0,27.0,556.0,23.5561988405797,67.8041284574678,56.0365969943212,18.0843356035357,21.1940298507463,0.0,97114.0,7109.0,EMIS,EMIS Web
M91004,05Y,6,0.47163688127999054,7.0,7.0,434.42,94.57,21.31,550.3,47.8564829342291,75.75544024946821,55.1725522990561,12.2115072055477,27.0755228085383,0.0,173135.0,9593.666666666668,EMIS,EMIS Web
M91006,05Y,6,0.5112701619564315,2.0,2.0,435.0,95.78999999999999,27.0,557.79,27.315224777835898,88.1862475700655,61.5358303397569,17.493472584856402,23.644908616188,0.0,77683.0,3974.6666666666665,EMIS,EMIS Web
M91007,05Y,6,0.4750081063549187,6.0,6.0,430.39,97.0,27.0,554.39,21.1098028822904,80.2195560356164,59.6191907652948,20.626026470872397,19.909187518114198,0.0,195197.0,10282.083333333334,EMIS,EMIS Web
M91008,05Y,6,0.5609427151982809,4.0,4.0,425.28000000000003,97.0,27.0,549.28,37.6930139339339,72.5987434387206,62.75221798070871,15.731956286777999,26.124654737600604,0.0,171167.0,8352.5,EMIS,EMIS Web
M91009,05Y,6,0.601602419368496,4.0,4.0,431.90999999999997,96.56,27.0,555.47,21.5489573510887,75.4551834665691,60.026378075874796,20.7696457471678,18.590181622010398,73.0,123654.0,5561.25,EMIS,EMIS Web
M91010,05Y,6,0.5953787631385421,5.0,5.0,417.5700000000001,96.21000000000001,26.36,540.1400000000001,13.4670197898032,89.92246021808559,57.17991928578521,23.432084963666895,19.4119619899385,0.0,162077.0,8960.25,EMIS,EMIS Web
M91011,05Y,6,0.5929094586752593,5.0,5.0,302.40999999999997,62.52,21.68,386.60999999999996,25.6930531394009,72.72601902518741,54.9544855689048,25.1797526603394,19.056658038539,0.0,143571.0,7017.333333333334,EMIS,EMIS Web
M91013,05Y,6,0.602953870684981,4.0,2.0,425.52,97.0,24.060000000000002,546.5799999999999,35.3219699349516,73.46060968822479,63.02876163194261,18.0448743360025,21.442955680647,0.0,208547.0,10807.333333333332,EMIS,EMIS Web
M91014,05Y,6,0.538955515312941,1.0,2.0,395.91999999999996,94.67,23.93,514.52,40.184319178082205,67.36987636631329,67.0062297665251,13.728175282437501,23.7863745292708,0.0,74483.0,2845.5833333333335,EMIS,EMIS Web
M91015,05Y,,0.626787101875481,10.0,10.0,432.19,97.0,27.0,556.19,31.940671221580896,86.60158258401908,47.9075939588865,18.830175356008,19.90584912322,0.0,166400.0,8928.75,EMIS,EMIS Web
M91016,05Y,6,0.43560162202937747,5.0,5.0,409.52000000000004,89.47000000000001,24.47,523.46,25.5442820471424,49.8970372570568,49.2689187918414,19.2220787604906,21.1362169141382,0.0,102465.0,6193.666666666667,EMIS,EMIS Web
M91017,05Y,6,0.48112020380317083,6.0,6.0,423.23,97.0,27.0,547.23,13.4205816326531,89.8511500470345,52.8965914834929,27.8282828282828,16.5171717171717,0.0,151660.0,9953.166666666668,EMIS,EMIS Web
M91018,05Y,6,0.44632890000577297,2.0,2.0,426.71999999999997,94.25999999999999,26.619999999999997,547.6,38.243806441810996,78.615039894465,44.057471594937496,17.187026371627802,21.0973022127918,0.0,54976.0,3246.5,EMIS,EMIS Web
M91019,05Y,6,0.5141476104702277,8.0,8.0,434.91,97.0,27.0,558.9100000000001,21.5795236136718,73.48523394006129,52.69289502639361,22.581787282254602,19.4405891516782,0.0,330943.0,14362.75,EMIS,EMIS Web
M91020,05Y,6,0.5743721020869987,4.0,4.0,410.90000000000015,95.24,27.0,533.1400000000001,15.5020356300142,87.84223323209909,61.4720224238108,20.033034450212398,21.1798017932987,0.0,88666.0,4352.583333333333,EMIS,EMIS Web
M91021,05Y,6,0.6008844895475104,3.0,3.0,411.4399999999999,96.33,27.0,534.7699999999999,34.3148622005791,74.5629565207378,57.53040114175239,16.254277441432,22.6928138983943,0.0,172407.0,7853.916666666667,EMIS,EMIS Web
M91022,05Y,6,0.5799637830403949,2.0,1.0,435.0,97.0,27.0,559.0,47.639193121693104,74.5774520959587,54.6815334402375,9.712773998488279,28.0045351473923,0.0,68627.0,2726.416666666667,EMIS,EMIS Web
M91024,05Y,6,0.4597156658311683,1.0,1.0,434.15,97.0,27.0,558.15,19.7313977812995,90.55423793793699,54.2502874562175,27.2583201267829,16.7908082408875,0.0,45435.0,2473.75,EMIS,EMIS Web
M91025,05Y,6,0.47345432579553104,1.0,1.0,435.0,97.0,27.0,559.0,38.9293936049802,71.1027946141962,55.6021985291094,9.70571590265988,29.717034521788303,0.0,36839.0,3605.75,,
M91026,05Y,6,0.3849391472386808,2.0,3.0,435.0,97.0,27.0,559.0,39.7739682274247,66.1946699973003,66.1897316275151,12.433155080213899,26.009358288770102,0.0,44778.0,3262.1666666666665,EMIS,EMIS Web
M91027,,,,,,,,,,,,,,,,,,,
M91028,05Y,6,0.5359104648100603,2.0,3.0,421.91999999999996,90.27000000000001,27.0,539.1899999999999,35.5180485483103,83.4374905783868,65.8969880332356,19.1008563273073,21.750713606089395,0.0,97617.0,4419.083333333333,EMIS,EMIS Web
M91029,05Y,6,0.4522789937057144,4.0,3.0,428.72999999999996,97.0,27.0,552.73,40.7089437646446,85.09668151195709,62.395566183712,11.5334548294715,28.4509242384796,0.0,89027.0,4283.166666666666,EMIS,EMIS Web
M91032,05Y,6,0.442005690006618,4.0,4.0,434.98,97.0,27.0,558.98,14.7748304603145,77.594785694133,66.0584638195946,18.9240386436825,21.761697291153602,0.0,92896.0,5147.666666666667,EMIS,EMIS Web
M91033,05Y,6,0.44029551211497464,4.0,4.0,431.77,97.0,26.75,555.52,34.655537398761304,90.84263344776541,65.2809737162454,14.5,22.9,0.0,71321.0,4592.916666666666,EMIS,EMIS Web
M91034,05Y,6,0.46456423752141474,3.0,3.0,435.0,97.0,27.0,559.0,34.5594820987654,90.0902823365465,72.22662492757641,22.5468010697387,19.119522731948198,0.0,101710.0,4957.416666666667,EMIS,EMIS Web
M91036,05Y,6,0.39660528305052656,3.0,4.0,390.75999999999993,88.0,24.0,502.75999999999993,48.0912310993727,71.0766199844464,52.6653766179039,12.2361477572559,27.361477572559398,0.0,75713.0,3000.8333333333335,EMIS,EMIS Web
M91037,,,,,,,,,,,,,,,,,,,
M91038,,,,,,,,,,,,,,,,,,,
M91039,05Y,,,,,,,,,,,,,,,,,,
M91040,,,,,,,,,,,,,,,,,,,
M91602,05Y,6,0.40625483197744633,,,435.0,97.0,27.0,559.0,42.924483027267605,74.29168361262042,54.230789310476894,14.705882352941199,23.496115427303,0.0,40371.0,1894.3333333333335,EMIS,EMIS Web
M91604,05Y,6,0.48959492848760044,2.0,3.0,433.09,97.0,27.0,557.0899999999999,39.7910749111224,77.60162141476059,68.5179052330904,18.3295252602183,20.1370906321401,0.0,79165.0,3983.3333333333335,EMIS,EMIS Web
M91605,05Y,,,,,,,,,,,,,,,,,,
M91608,,,,,,,,,,,,,,,,,,,
M91609,05Y,6,0.38792778570553754,3.0,5.0,387.04,71.2,24.0,482.24,26.5820712328767,85.4216671002322,48.357594265477,15.945205479452099,23.1780821917808,0.0,26376.0,1879.5833333333335,EMIS,EMIS Web
M91610,05Y,6,,,,,,,,,,,,,,,,,
M91611,05Y,6,0.45787453494803015,1.0,1.0,425.29,97.0,27.0,549.29,46.1040401156487,74.02378125723841,56.0218169571175,13.9450867052023,29.4436416184971,0.0,65007.0,2762.083333333333,EMIS,EMIS Web
M91612,05Y,6,0.4990917049897274,3.0,3.0,416.86,97.0,27.0,540.86,42.2476052052786,89.84296266603029,65.615258617097,18.1451612903226,22.705278592375397,0.0,57582.0,2799.3333333333335,EMIS,EMIS Web
M91613,05Y,6,0.47119506333948596,1.0,1.0,422.21999999999997,97.0,27.0,546.22,42.5803207869974,47.884527192524395,45.325568647413206,5.98290598290598,29.572649572649603,0.0,70327.0,3715.25,EMIS,EMIS Web
M91614,05Y,6,0.5118716418346761,3.0,3.0,434.12,96.4,27.0,557.52,28.6285920600858,81.92930634306809,54.908759451767594,18.1174957118353,21.783876500857602,0.0,92041.0,4911.416666666667,EMIS,EMIS Web
M91616,05Y,6,0.6151925614818987,6.0,6.0,431.59000000000003,97.0,27.0,555.59,39.0892989365892,69.877572868003,50.7878813456283,14.5576266736676,24.0378051982148,0.0,172525.0,7585.416666666667,EMIS,EMIS Web
M91619,05Y,6,0.41438353502345254,3.0,3.0,422.60999999999996,85.55,26.59,534.75,28.2973089058524,79.4089905165703,33.390191723943,12.312388705164098,26.7514627321292,0.0,59679.0,4315.75,EMIS,EMIS Web
M91620,,,,,,,,,,,,,,,,,,,
M91621,05Y,6,0.3523282602917272,5.0,5.0,431.55,96.71000000000001,27.0,555.26,40.718993810178794,38.847868446669004,47.243772847870204,5.98349381017882,32.5171939477304,0.0,101490.0,4680.0,EMIS,EMIS Web
M91623,05Y,6,0.48960832427687306,1.0,1.0,360.40000000000003,75.29,24.0,459.69000000000005,25.238403429147702,82.38747162648029,57.9758832688994,21.8356026222895,16.5506807866868,0.0,34902.0,1699.8333333333335,EMIS,EMIS Web
M91624,05Y,6,0.5412598022937491,3.0,3.0,345.38,90.06,26.79,462.23,39.268139750559605,63.21403849658321,47.509694030405505,11.9923249120563,23.9334825711545,0.0,62767.0,3099.9166666666665,EMIS,EMIS Web
M91625,05Y,6,0.4811171026893268,2.0,2.0,390.88,97.0,26.939999999999998,514.8199999999999,40.2941323086196,55.0895012042828,33.4479759403969,5.843373493975901,34.3012048192771,0.0,45499.0,2944.4166666666665,EMIS,EMIS Web
M91626,05Y,6,0.44151314125373703,3.0,3.0,431.28,97.0,27.0,555.28,26.5166788897377,90.7963750454871,51.4491604466891,17.5362687706796,24.2046322219394,0.0,69205.0,4074.5833333333335,EMIS,EMIS Web
M91628,05Y,6,0.30357688868971644,2.0,2.0,432.95,97.0,27.0,556.95,38.9201487486782,85.38066534120871,55.3572969121923,11.7522871217452,25.9254046446165,0.0,48349.0,2908.666666666667,EMIS,EMIS Web
M91629,05Y,6,0.34111011265072155,4.0,4.0,429.54,96.46000000000001,27.0,553.0,43.54037741799829,70.9390308246895,49.116750853506495,8.301807482135349,30.004203446826402,0.0,68872.0,5166.416666666666,EMIS,EMIS Web
M91630,5M3,,,,,,,,,,,,,,,,,,
M91634,,,,,,,,,,,,,,,,,,,
M91637,05Y,6,0.555234214907584,2.0,2.0,414.69,97.0,27.0,538.69,5.72517519466073,84.666827963996,58.2417629274549,25.027808676307,19.4549499443826,0.0,59579.0,3662.5,EMIS,EMIS Web
M91639,05Y,6,0.49447313750841326,2.0,2.0,432.0,97.0,27.0,556.0,24.2916800213675,83.6077412595451,65.20516619327189,18.5699039487727,19.6905016008538,0.0,43481.0,1894.0,EMIS,EMIS Web
M91640,05Y,6,0.5888161426606328,2.0,4.0,424.41999999999996,97.0,27.0,548.42,40.4506442196532,71.30586053416359,55.503571883564796,15.255706443224499,25.928922276798602,0.0,74254.0,3553.25,EMIS,EMIS Web
M91641,05Y,6,0.5255455476672793,3.0,3.0,417.27,97.0,25.44,539.71,38.7624503968254,57.70551403621489,54.843257722245504,15.150012397718802,25.945945945946,0.0,82262.0,4123.833333333334,EMIS,EMIS Web
M91642,15E,6,0.45112247698482055,2.0,2.0,426.09999999999997,86.50999999999999,22.45,535.06,19.7833967766692,81.493611531908,42.769732569525104,20.951650038373,17.5901765157329,0.0,24889.0,1411.75,EMIS,EMIS Web
M91643,05Y,6,0.3754650853949837,4.0,4.0,419.40000000000003,97.0,25.83,542.2300000000001,31.493383498210896,78.3504315835107,55.8702220893586,16.775278536893,23.107000210216498,0.0,83272.0,4602.833333333333,EMIS,EMIS Web
M91646,,,,,,,,,,,,,,,,,,,
M91647,05Y,6,0.37097113422050026,3.0,3.0,435.0,97.0,27.0,559.0,39.4015814905815,72.8728072180054,71.1195294556695,19.7013093289689,21.190671031096603,0.0,98228.0,4803.416666666666,EMIS,EMIS Web
M91648,,,,,,,,,,,,,,,,,,,
M91649,,,,,,,,,,,,,,,,,,,
M91650,05Y,6,0.527353790359692,5.0,5.0,428.82,97.0,27.0,552.8199999999999,35.1546783898305,75.0410299976709,58.8688013090233,25.576963794198605,18.8820664831675,0.0,107177.0,4817.416666666666,EMIS,EMIS Web
M91654,05Y,6,0.5568238790554529,1.0,1.0,422.40999999999997,97.0,27.0,546.41,21.551458588957,86.0940422475349,61.7011761193929,14.444019870080199,22.338555598013002,0.0,40582.0,2610.6666666666665,EMIS,EMIS Web
M91655,05Y,6,0.5483808874581233,2.0,,432.0,97.0,27.0,556.0,48.092302448391706,79.1269628744034,60.0819434092198,11.8859333812605,29.192427510184498,0.0,94067.0,4142.583333333333,EMIS,EMIS Web
M91657,,,,,,,,,,,,,,,,,,,
M91659,05Y,6,0.46539034911145577,1.0,1.0,373.60999999999984,81.98,24.119999999999997,479.70999999999987,44.9935966101695,44.228081064052105,50.04545090162561,7.5544794188862,33.1622276029056,0.0,51025.0,2447.75,EMIS,EMIS Web
M91660,05Y,6,0.4586776504322852,1.0,1.0,423.4,96.1,27.0,546.5,38.9040958126331,61.3917416987558,54.4846019510225,17.4591909155429,23.548616039744502,0.0,28054.0,1396.8333333333335,EMIS,EMIS Web
M91661,,,,,,,,,,,,,,,,,,,
M92001,06A,6,0.4334225548369616,,,424.87,87.0,27.0,538.87,42.96999238430001,69.8130471637633,60.0331912591403,10.948477751756402,25.2224824355972,0.0,86008.0,3577.9166666666665,EMIS,EMIS Web
M92002,06A,6,0.6053008866092214,7.0,8.0,428.39,87.0,27.0,542.39,27.0388998808105,84.96472774676751,60.254957838049094,25.3039332538737,17.790226460071498,0.0,200693.0,8304.916666666666,EMIS,EMIS Web
M92003,06A,6,0.32951760570668437,2.0,2.0,435.0,97.0,27.0,559.0,38.6729451357466,68.5996417708173,67.86163895061141,21.266968325791897,20.192307692307697,0.0,59576.0,1713.6666666666667,EMIS,EMIS Web
M92004,06A,6,0.47752273521304,1.0,1.0,432.0,95.98,27.0,554.98,37.035566450290396,82.9289532272347,50.8009161720572,21.4212504270584,19.8770071745815,0.0,73935.0,3026.75,EMIS,EMIS Web
M92006,06A,6,0.46251617449593563,,,393.14000000000004,97.0,24.64,514.7800000000001,20.6785101292688,79.3689689780628,65.0826136272863,20.679012345679,20.2893518518519,0.0,94293.0,5129.166666666667,TPP,SystmOne
M92007,06A,6,0.4886730264564434,7.0,7.0,404.84,95.49,25.09,525.42,34.5719749244713,77.9765225001908,44.3833401518692,15.1336656094246,22.153753209485,0.0,180121.0,6626.833333333333,EMIS,EMIS Web
M92008,06A,6,0.5232537380543226,8.0,8.0,411.87,92.83,26.82,531.52,17.557550687848,82.95991800071559,63.015551387699205,24.1893219783819,17.7219128725843,0.0,246115.0,12422.0,EMIS,EMIS Web
M92009,06A,6,0.6275305698029022,11.0,11.0,427.57,97.0,26.48,551.05,30.5631056649543,63.71492931810471,50.75595509757729,18.9162210338681,20.6930481283422,0.0,284158.0,14378.916666666666,EMIS,EMIS Web
M92010,06A,6,0.6129085945714875,5.0,5.0,434.28999999999996,97.0,27.0,558.29,14.1090091821119,84.8313679606789,47.8911544366924,25.5865351921115,18.2641958517511,0.0,247258.0,12026.916666666666,EMIS,EMIS Web
M92011,06A,6,0.5355214101749164,4.0,4.0,431.50000000000006,95.89,27.0,554.3900000000001,14.2660305623472,74.61160326094499,54.6685051551107,22.727669606216697,19.2089408888501,0.0,222494.0,11538.5,EMIS,EMIS Web
M92012,06A,6,0.3816884191831388,6.0,7.0,371.81,81.35000000000001,23.22,476.38,36.71528679801921,66.6939306714132,56.929280353879605,14.8206584621858,24.131692437151603,0.0,168920.0,9600.25,EMIS,EMIS Web
M92013,06A,6,0.5103592933787052,6.0,6.0,383.44,96.53,27.0,506.97,41.5361920803783,62.3920490482121,56.1284423032189,15.022156573116698,22.8626292466765,0.0,175667.0,6805.583333333334,EMIS,EMIS Web
